SUBDIVISION,YEAR,ANNUAL
Gangetic West Bengal,1938,1337.8
Gangetic West Bengal,1939,1698.5
Gangetic West Bengal,1940,1358.6999999999996
Gangetic West Bengal,1941,1801.1
Gangetic West Bengal,1942,1615.6999999999994
Gangetic West Bengal,1943,1446.3
Gangetic West Bengal,1944,1406.3999999999994
Gangetic West Bengal,1945,1271.4999999999998
Gangetic West Bengal,1946,1714.1999999999994
Gangetic West Bengal,1947,1363.1
Gangetic West Bengal,1948,1532
Gangetic West Bengal,1949,1493.5
Gangetic West Bengal,1950,1615.8
Gangetic West Bengal,1951,1214
Gangetic West Bengal,1952,1395.6999999999994
Gangetic West Bengal,1953,1505.8
Gangetic West Bengal,1954,1080
Gangetic West Bengal,1955,1268.3000000000004
Gangetic West Bengal,1956,1714.2
Gangetic West Bengal,1957,1130.6
Gangetic West Bengal,1958,1151.1
Gangetic West Bengal,1959,1812.6
Gangetic West Bengal,1960,1245.4999999999998
Gangetic West Bengal,1961,1290.4999999999998
Gangetic West Bengal,1962,1173.4
Gangetic West Bengal,1963,1289.6
Gangetic West Bengal,1964,1278.4
Gangetic West Bengal,1965,1263.9
Gangetic West Bengal,1966,1118.7
Gangetic West Bengal,1967,1348.4
Gangetic West Bengal,1968,1597.8
Gangetic West Bengal,1969,1404.1000000000006
Gangetic West Bengal,1970,1648.4
Gangetic West Bengal,1971,2099.8
Gangetic West Bengal,1972,1333.2
Gangetic West Bengal,1973,1735.1
Gangetic West Bengal,1974,1470.6
Gangetic West Bengal,1975,1466.1999999999994
Gangetic West Bengal,1976,1240.6
Gangetic West Bengal,1977,1840.6
Gangetic West Bengal,1978,1872.7
Gangetic West Bengal,1979,1157.8000000000004
Gangetic West Bengal,1980,1520.8
Gangetic West Bengal,1981,1909.1
Gangetic West Bengal,1982,1111
Gangetic West Bengal,1983,1463.6
Gangetic West Bengal,1984,1831.7
Gangetic West Bengal,1985,1413.4999999999998
Gangetic West Bengal,1986,1790.8
Gangetic West Bengal,1987,1591.5
Gangetic West Bengal,1988,1681.5
Gangetic West Bengal,1989,1626.2
Gangetic West Bengal,1990,1961.3
Gangetic West Bengal,1991,1609.2999999999995
Gangetic West Bengal,1992,1414.6
Gangetic West Bengal,1993,1759.7000000000005
Gangetic West Bengal,1994,1530.8
Gangetic West Bengal,1995,1936.1
Gangetic West Bengal,1996,1504.1
Gangetic West Bengal,1997,1657.9
Gangetic West Bengal,1998,1632.8
Gangetic West Bengal,1999,1957
Gangetic West Bengal,2000,1571.9999999999998
Gangetic West Bengal,2001,1540.7
Gangetic West Bengal,2002,1613.4
Gangetic West Bengal,2003,1496.7
Gangetic West Bengal,2004,1569.4
Gangetic West Bengal,2005,1604.8000000000006
Gangetic West Bengal,2006,1660.4
Gangetic West Bengal,2007,1941.5
Gangetic West Bengal,2008,1555.4
Gangetic West Bengal,2009,1314.9
Gangetic West Bengal,2010,1064.9
Gangetic West Bengal,2011,1686.4
Gangetic West Bengal,2012,1268
Gangetic West Bengal,2013,1764.0000000000002
Gangetic West Bengal,2014,1261.2999999999995
Gangetic West Bengal,2015,1530.2
Gangetic West Bengal,2016,1427
Gangetic West Bengal,2017,1568.7000000000005
Orissa,1901,1284.1999999999996
Orissa,1902,1348.9
Orissa,1903,1568.2
Orissa,1904,1514.8
Orissa,1905,1357.3000000000004
Orissa,1906,1408.2000000000005
Orissa,1907,1447.2
Orissa,1908,1430.6
Orissa,1909,1535.2999999999995
Orissa,1910,1598.5000000000002
Orissa,1911,1417.3000000000006
Orissa,1912,1397.2000000000005
Orissa,1913,1544.3000000000006
Orissa,1914,1598.6
Orissa,1915,1436.9
Orissa,1916,1479.4999999999998
Orissa,1917,1850
Orissa,1918,1297.4999999999998
Orissa,1919,1757.9
Orissa,1920,1402.5
Orissa,1921,1324.1
Orissa,1922,1466.6
Orissa,1923,1258.6
Orissa,1924,1263.5
Orissa,1925,1807.9
Orissa,1926,1535.6999999999994
Orissa,1927,1525.6
Orissa,1928,1585.4999999999998
Orissa,1929,1637.8000000000006
Orissa,1930,1446.1
Orissa,1931,1477.0000000000002
Orissa,1932,1440.2
Orissa,1933,1851
Orissa,1934,1488.9
Orissa,1935,1219.2999999999995
Orissa,1936,1875.9000000000003
Orissa,1937,1567.4
Orissa,1938,1441.6
Orissa,1939,1563.6
Orissa,1940,1687.7
Orissa,1941,1435.3
Orissa,1942,1448.0000000000002
Orissa,1943,1586.5
Orissa,1944,1608.2
Orissa,1945,1538.6
Orissa,1946,1614.9
Orissa,1947,1410.9
Orissa,1948,1333.9
Orissa,1949,1348.9
Orissa,1950,1392.7999999999995
Orissa,1951,1396.2999999999995
Orissa,1952,1516.9
Orissa,1953,1437.8000000000006
Orissa,1954,1208
Orissa,1955,1597.1
Orissa,1956,1885.4
Orissa,1957,1277.5
Orissa,1958,1624
Orissa,1959,1495.8
Orissa,1960,1593
Orissa,1961,1945.2000000000005
Orissa,1962,1346.6
Orissa,1963,1562.1000000000006
Orissa,1964,1354.4999999999998
Orissa,1965,1174.6
Orissa,1966,1286.9000000000003
Orissa,1967,1427.5
Orissa,1968,1464.1
Orissa,1969,1283.1
Orissa,1970,1412.3000000000006
Orissa,1971,1596.8
Orissa,1972,1324.9999999999998
Orissa,1973,1573.5
Orissa,1974,987
Orissa,1975,1391.9999999999998
Orissa,1976,1179
Orissa,1977,1477.9
Orissa,1978,1438.8999999999994
Orissa,1979,996
Orissa,1980,1462.9
Orissa,1981,1295.6
Orissa,1982,1258.6
Orissa,1983,1432.1
Orissa,1984,1377.4
Orissa,1985,1607.2999999999995
Orissa,1986,1559.9
Orissa,1987,1097.7
Orissa,1988,1306.9
Orissa,1989,1299.6999999999996
Orissa,1990,1905.1
Orissa,1991,1472.6
Orissa,1992,1329.4
Orissa,1993,1448.1
Orissa,1994,1744.6999999999994
Orissa,1995,1614.0000000000002
Orissa,1996,1061.6
Orissa,1997,1504.6
Orissa,1998,1357.1999999999996
Orissa,1999,1484.4
Orissa,2000,1097.1999999999996
Orissa,2001,1672.5
Orissa,2002,1102.8
Orissa,2003,1648.2
Orissa,2004,1290.4
Orissa,2005,1503.4
Orissa,2006,1716.9
Orissa,2007,1633.8000000000006
Orissa,2008,1539
Orissa,2009,1330.2999999999995
Orissa,2010,1292.2
Orissa,2011,1346.3
Orissa,2012,1405.9
Orissa,2013,1632.3
Orissa,2014,1537
Orissa,2015,1210
Orissa,2016,1253.5
Orissa,2017,1344.4
Jharkhand,1901,1274.5
Jharkhand,1902,1197.6
Jharkhand,1903,1174.3
Jharkhand,1904,1480.8
Jharkhand,1905,1354.7
Jharkhand,1906,1314.3
Jharkhand,1907,1455.6
Jharkhand,1908,1214.1999999999996
Jharkhand,1909,1447.9
Jharkhand,1910,1297.4
Jharkhand,1911,1475.4
Jharkhand,1912,1142.8
Jharkhand,1913,1585.7999999999995
Jharkhand,1914,1215.4
Jharkhand,1915,1102.2
Jharkhand,1916,1364.3
Jharkhand,1917,1724.3
Jharkhand,1918,1162.7
Jharkhand,1919,1633.4000000000003
Jharkhand,1920,1415
Jharkhand,1921,1233.6999999999996
Jharkhand,1922,1443.2
Jharkhand,1923,1431.8
Jharkhand,1924,1431.9
Jharkhand,1925,1327.6
Jharkhand,1926,1478.4
Jharkhand,1927,1283.1
Jharkhand,1928,1384
Jharkhand,1929,1611.5
Jharkhand,1930,1433.9999999999998
Jharkhand,1931,1350.5000000000002
Jharkhand,1932,1193.7
Jharkhand,1933,1535.6999999999994
Jharkhand,1934,1197.4
Jharkhand,1935,1151.6
Jharkhand,1936,1664.4
Jharkhand,1937,1450.4
Jharkhand,1938,1229.7
Jharkhand,1939,1519.8
Jharkhand,1940,1231.9
Jharkhand,1941,1513.5999999999997
Jharkhand,1942,1589
Jharkhand,1943,1556.1
Jharkhand,1944,1386.5
Jharkhand,1945,1308.7
Jharkhand,1946,1553.1999999999994
Jharkhand,1947,1234.6
Jharkhand,1948,1402.7000000000005
Jharkhand,1949,1436.7
Jharkhand,1950,1392.9
Jharkhand,1951,1071.6
Jharkhand,1952,1387.3000000000006
Jharkhand,1953,1509.4
Jharkhand,1954,1059.4999999999998
Jharkhand,1955,1080.8
Jharkhand,1956,1555.7
Jharkhand,1957,1377.4
Jharkhand,1958,1180.5
Jharkhand,1959,1599.9
Jharkhand,1960,1248.8
Jharkhand,1961,1560.6
Jharkhand,1962,1047.7
Jharkhand,1963,1314.9
Jharkhand,1964,1150.4
Jharkhand,1965,1012.4
Jharkhand,1966,879.6999999999997
Jharkhand,1967,1225.2999999999995
Jharkhand,1968,1293.2
Jharkhand,1969,1158.1
Jharkhand,1970,1291.4
Jharkhand,1971,1898.7
Jharkhand,1972,996.2
Jharkhand,1973,1441.1999999999994
Jharkhand,1974,1126.9999999999998
Jharkhand,1975,1361.5
Jharkhand,1976,1191.7
Jharkhand,1977,1521.5
Jharkhand,1978,1556.3
Jharkhand,1979,882.8000000000003
Jharkhand,1980,1340.4
Jharkhand,1981,1167.1999999999996
Jharkhand,1982,1085.3
Jharkhand,1983,1261.8000000000004
Jharkhand,1984,1529.7999999999995
Jharkhand,1985,1240.3000000000004
Jharkhand,1986,1335.5
Jharkhand,1987,1332.7000000000005
Jharkhand,1988,1153.6
Jharkhand,1989,1148.9
Jharkhand,1990,1404.4999999999998
Jharkhand,1991,1251.0000000000002
Jharkhand,1992,933.2
Jharkhand,1993,1203.9999999999998
Jharkhand,1994,1579.4
Jharkhand,1995,1366.6
Jharkhand,1996,1191.6
Jharkhand,1997,1461.3
Jharkhand,1998,1353.7
Jharkhand,1999,1586.9
Jharkhand,2000,1191.5000000000002
Jharkhand,2001,1254.5
Jharkhand,2002,1034.9
Jharkhand,2003,1244.9000000000003
Jharkhand,2004,1136.7999999999995
Jharkhand,2005,960.5
Jharkhand,2006,1459.3000000000006
Jharkhand,2007,1437.3
Jharkhand,2008,1325.4
Jharkhand,2009,996.3
Jharkhand,2010,697.1
Jharkhand,2011,1374.6
Jharkhand,2012,1064.9
Jharkhand,2013,1253.5
Jharkhand,2014,1156.6
Jharkhand,2015,1081.8000000000004
Jharkhand,2016,1264.1
Jharkhand,2017,1165.7
Bihar,1901,952.4
Bihar,1902,1206.1999999999996
Bihar,1903,1016.4
Bihar,1904,1269.6999999999996
Bihar,1905,1498.6
Bihar,1906,1265.1
Bihar,1907,1126.4
Bihar,1908,737.5
Bihar,1909,1390.6
Bihar,1910,1398.4
Bihar,1911,1449
Bihar,1912,1129.4
Bihar,1913,1529.9
Bihar,1914,1059.9
Bihar,1915,1349.4999999999998
Bihar,1916,1504.6
Bihar,1917,1334.0000000000002
Bihar,1918,1411.6
Bihar,1919,1252.6
Bihar,1920,1123.8
Bihar,1921,1272.4
Bihar,1922,1449.2
Bihar,1923,982.7
Bihar,1924,1456.2
Bihar,1925,1191.5
Bihar,1926,1121.6999999999996
Bihar,1927,1100.3
Bihar,1928,1249.6
Bihar,1929,1359.2000000000005
Bihar,1930,1114.3000000000004
Bihar,1931,1146.4
Bihar,1932,927
Bihar,1933,1392.5999999999997
Bihar,1934,1226.3
Bihar,1935,1240.2999999999995
Bihar,1936,1572.5
Bihar,1937,1306.3999999999996
Bihar,1938,1506.7
Bihar,1939,1243.2000000000005
Bihar,1940,1088.2
Bihar,1941,1222.9999999999998
Bihar,1942,1252.6
Bihar,1943,1169.8
Bihar,1944,1228.9
Bihar,1945,1242.8000000000004
Bihar,1946,1393.8
Bihar,1947,1092.1999999999996
Bihar,1948,1299.3000000000004
Bihar,1949,1444.4
Bihar,1950,1124.6
Bihar,1951,850.2
Bihar,1952,1206.9000000000003
Bihar,1953,1378.8000000000006
Bihar,1954,1050.6
Bihar,1955,1244.3
Bihar,1956,1493.2999999999995
Bihar,1957,966.8
Bihar,1958,1167.5
Bihar,1959,1179.7
Bihar,1960,1247.8000000000004
Bihar,1961,1257.9999999999998
Bihar,1962,1178
Bihar,1963,1326.2
Bihar,1964,1122.3
Bihar,1965,1002.8
Bihar,1966,767.0000000000001
Bihar,1967,999.8
Bihar,1968,1140.0000000000002
Bihar,1969,1288.4999999999995
Bihar,1970,1074.6
Bihar,1971,1432.5
Bihar,1972,717.9000000000003
Bihar,1973,1189.1
Bihar,1974,1235.2
Bihar,1975,1069.1
Bihar,1976,1161.7
Bihar,1977,1147.6999999999996
Bihar,1978,1290.8
Bihar,1979,1001.8
Bihar,1980,1252
Bihar,1981,1364.6
Bihar,1982,933.6
Bihar,1983,1104.3
Bihar,1984,1426.2
Bihar,1985,1455
Bihar,1986,1322.1
Bihar,1987,1660.5
Bihar,1988,1337.5
Bihar,1989,1269.9
Bihar,1990,1239.2
Bihar,1991,1045.8
Bihar,1992,797.5
Bihar,1993,1208.4
Bihar,1994,969.3
Bihar,1995,1112.0000000000002
Bihar,1996,1107.3
Bihar,1997,1303.6999999999996
Bihar,1998,1332.6
Bihar,1999,1402.6999999999994
Bihar,2000,1206.9999999999998
Bihar,2001,1247.1
Bihar,2002,1105.8000000000004
Bihar,2003,1353.8000000000004
Bihar,2004,1147.6
Bihar,2005,907.8
Bihar,2006,1052.7999999999995
Bihar,2007,1600.1
Bihar,2008,1197.6
Bihar,2009,889.5
Bihar,2010,629.2
Bihar,2011,1097.3
Bihar,2012,1032.4
Bihar,2013,1069.8
Bihar,2014,1061
Bihar,2015,872.7
Bihar,2016,1157.9999999999998
Bihar,2017,1111.9999999999998
East Uttar Pradesh,1901,873.2
East Uttar Pradesh,1902,905.2
East Uttar Pradesh,1903,1216.4
East Uttar Pradesh,1904,1071.2999999999995
East Uttar Pradesh,1905,891.4999999999999
East Uttar Pradesh,1906,997.5
East Uttar Pradesh,1907,666.4
East Uttar Pradesh,1908,744.6999999999997
East Uttar Pradesh,1909,1106.6
East Uttar Pradesh,1910,1116.3
East Uttar Pradesh,1911,1113.9
East Uttar Pradesh,1912,879.5000000000001
East Uttar Pradesh,1913,861.6
East Uttar Pradesh,1914,988.8000000000004
East Uttar Pradesh,1915,1409.8000000000006
East Uttar Pradesh,1916,1201.8
East Uttar Pradesh,1917,1216.5
East Uttar Pradesh,1918,650.7
East Uttar Pradesh,1919,1023.5
East Uttar Pradesh,1920,860.2
East Uttar Pradesh,1921,1114.8
East Uttar Pradesh,1922,1364
East Uttar Pradesh,1923,1076.0000000000002
East Uttar Pradesh,1924,1119.9999999999998
East Uttar Pradesh,1925,1114.2
East Uttar Pradesh,1926,989.4
East Uttar Pradesh,1927,1031.1
East Uttar Pradesh,1928,804.8000000000003
East Uttar Pradesh,1929,1014.9
East Uttar Pradesh,1930,1069.4
East Uttar Pradesh,1931,1047.1
East Uttar Pradesh,1932,738.4999999999999
East Uttar Pradesh,1933,977.6
East Uttar Pradesh,1934,1068.3000000000004
East Uttar Pradesh,1935,919.8
East Uttar Pradesh,1936,1545.4
East Uttar Pradesh,1937,1035.3
East Uttar Pradesh,1938,1374.1
East Uttar Pradesh,1939,945
East Uttar Pradesh,1940,866.9999999999999
East Uttar Pradesh,1941,798.1000000000001
East Uttar Pradesh,1942,1028.7
East Uttar Pradesh,1943,1101
East Uttar Pradesh,1944,1061.4
East Uttar Pradesh,1945,980.5
East Uttar Pradesh,1946,1038.9
East Uttar Pradesh,1947,1006.3
East Uttar Pradesh,1948,1323.1
East Uttar Pradesh,1949,1131.1
East Uttar Pradesh,1950,951.4
East Uttar Pradesh,1951,752.6
East Uttar Pradesh,1952,936
East Uttar Pradesh,1953,1266.8
East Uttar Pradesh,1954,969.7
East Uttar Pradesh,1955,1424.2999999999995
East Uttar Pradesh,1956,1254.1
East Uttar Pradesh,1957,955.7
East Uttar Pradesh,1958,1016.9
East Uttar Pradesh,1959,869.1999999999997
East Uttar Pradesh,1960,1170
East Uttar Pradesh,1961,1214.1
East Uttar Pradesh,1962,1072.0000000000002
East Uttar Pradesh,1963,996.5
East Uttar Pradesh,1964,1036.8
East Uttar Pradesh,1965,685.5000000000001
East Uttar Pradesh,1966,707.7
East Uttar Pradesh,1967,1029.3000000000004
East Uttar Pradesh,1968,839.9
East Uttar Pradesh,1969,1024.7
East Uttar Pradesh,1970,1132.3
East Uttar Pradesh,1971,1311.1
East Uttar Pradesh,1972,666.8
East Uttar Pradesh,1973,955.6
East Uttar Pradesh,1974,882.1000000000001
East Uttar Pradesh,1975,1225.5
East Uttar Pradesh,1976,923.6
East Uttar Pradesh,1977,914.1
East Uttar Pradesh,1978,1116.5
East Uttar Pradesh,1979,696.5000000000001
East Uttar Pradesh,1980,1488.6
East Uttar Pradesh,1981,1110.3000000000004
East Uttar Pradesh,1982,1110.6
East Uttar Pradesh,1983,1205
East Uttar Pradesh,1984,1076.6
East Uttar Pradesh,1985,1175.9
East Uttar Pradesh,1986,935.6
East Uttar Pradesh,1987,824.6
East Uttar Pradesh,1988,1085.1
East Uttar Pradesh,1989,969.9
East Uttar Pradesh,1990,1106.2000000000005
East Uttar Pradesh,1991,875.3000000000003
East Uttar Pradesh,1992,863.3999999999999
East Uttar Pradesh,1993,833.8
East Uttar Pradesh,1994,910.3
East Uttar Pradesh,1995,860.2
East Uttar Pradesh,1996,1010.4
East Uttar Pradesh,1997,493.50000000000006
East Uttar Pradesh,1998,661
East Uttar Pradesh,1999,952.7
East Uttar Pradesh,2000,946.9
East Uttar Pradesh,2001,973.8
East Uttar Pradesh,2002,689.2
East Uttar Pradesh,2003,1096.2999999999995
East Uttar Pradesh,2004,746.9000000000003
East Uttar Pradesh,2005,770.1
East Uttar Pradesh,2006,632.1
East Uttar Pradesh,2007,741.3000000000003
East Uttar Pradesh,2008,953.3
East Uttar Pradesh,2009,610
East Uttar Pradesh,2010,692.1
East Uttar Pradesh,2011,781.2
East Uttar Pradesh,2012,602.7
East Uttar Pradesh,2013,1041.2
East Uttar Pradesh,2014,701.2
East Uttar Pradesh,2015,603.3
East Uttar Pradesh,2016,871.6
East Uttar Pradesh,2017,694.9
West Uttar Pradesh,1901,776
West Uttar Pradesh,1902,736.6
West Uttar Pradesh,1903,808.5000000000001
West Uttar Pradesh,1904,945.3000000000004
West Uttar Pradesh,1905,433.4
West Uttar Pradesh,1906,978.6
West Uttar Pradesh,1907,589.7
West Uttar Pradesh,1908,866.1
West Uttar Pradesh,1909,903
West Uttar Pradesh,1910,875.7
West Uttar Pradesh,1911,751.7
West Uttar Pradesh,1912,804.3
West Uttar Pradesh,1913,495.19999999999993
West Uttar Pradesh,1914,887.5
West Uttar Pradesh,1915,802.4999999999999
West Uttar Pradesh,1916,1114.2000000000005
West Uttar Pradesh,1917,1120.1999999999996
West Uttar Pradesh,1918,371.9
West Uttar Pradesh,1919,968.9
West Uttar Pradesh,1920,622.8
West Uttar Pradesh,1921,992.2
West Uttar Pradesh,1922,1000.7999999999996
West Uttar Pradesh,1923,902.2
West Uttar Pradesh,1924,1064.1
West Uttar Pradesh,1925,943.9
West Uttar Pradesh,1926,917.1
West Uttar Pradesh,1927,934.2
West Uttar Pradesh,1928,644.6000000000001
West Uttar Pradesh,1929,650.4
West Uttar Pradesh,1930,788.4000000000003
West Uttar Pradesh,1931,930.8000000000004
West Uttar Pradesh,1932,705.9
West Uttar Pradesh,1933,1035.5000000000002
West Uttar Pradesh,1934,897.7
West Uttar Pradesh,1935,784.6999999999997
West Uttar Pradesh,1936,1218.6
West Uttar Pradesh,1937,676.9000000000002
West Uttar Pradesh,1938,730.4
West Uttar Pradesh,1939,721.1
West Uttar Pradesh,1940,783.9
West Uttar Pradesh,1941,516.3
West Uttar Pradesh,1942,1088.2
West Uttar Pradesh,1943,850.4
West Uttar Pradesh,1944,770.4000000000003
West Uttar Pradesh,1945,966
West Uttar Pradesh,1946,896.8000000000003
West Uttar Pradesh,1947,809.0000000000001
West Uttar Pradesh,1948,1028.1
West Uttar Pradesh,1949,906.6
West Uttar Pradesh,1950,834.1
West Uttar Pradesh,1951,728.8000000000003
West Uttar Pradesh,1952,875.3000000000003
West Uttar Pradesh,1953,761.6000000000001
West Uttar Pradesh,1954,879.1999999999997
West Uttar Pradesh,1955,1060.9
West Uttar Pradesh,1956,1064.4999999999998
West Uttar Pradesh,1957,1005.2
West Uttar Pradesh,1958,1165.4000000000003
West Uttar Pradesh,1959,768.3
West Uttar Pradesh,1960,1129.6
West Uttar Pradesh,1961,1198.1
West Uttar Pradesh,1962,798.2
West Uttar Pradesh,1963,929.7
West Uttar Pradesh,1964,1002
West Uttar Pradesh,1965,673.6
West Uttar Pradesh,1966,756.0999999999997
West Uttar Pradesh,1967,1157.0999999999997
West Uttar Pradesh,1968,693.1
West Uttar Pradesh,1969,878.0999999999997
West Uttar Pradesh,1970,863.9
West Uttar Pradesh,1971,1002.9
West Uttar Pradesh,1972,585.1
West Uttar Pradesh,1973,806.0000000000001
West Uttar Pradesh,1974,668.9000000000002
West Uttar Pradesh,1975,989.4
West Uttar Pradesh,1976,653.0000000000001
West Uttar Pradesh,1977,994.4
West Uttar Pradesh,1978,1244.0000000000002
West Uttar Pradesh,1979,558
West Uttar Pradesh,1980,984.6
West Uttar Pradesh,1981,739.5000000000001
West Uttar Pradesh,1982,969
West Uttar Pradesh,1983,1191.7
West Uttar Pradesh,1984,781.2
West Uttar Pradesh,1985,957.2
West Uttar Pradesh,1986,715.3000000000003
West Uttar Pradesh,1987,466.9
West Uttar Pradesh,1988,1035.5
West Uttar Pradesh,1989,657.4
West Uttar Pradesh,1990,958.2
West Uttar Pradesh,1991,748.8000000000003
West Uttar Pradesh,1992,820.6999999999997
West Uttar Pradesh,1993,772.1000000000001
West Uttar Pradesh,1994,807.0000000000001
West Uttar Pradesh,1995,826.9
West Uttar Pradesh,1996,941.1
West Uttar Pradesh,1997,445.2
West Uttar Pradesh,1998,867.3000000000003
West Uttar Pradesh,1999,786.4000000000003
West Uttar Pradesh,2000,771.3
West Uttar Pradesh,2001,661.7
West Uttar Pradesh,2002,625.2
West Uttar Pradesh,2003,1047.4
West Uttar Pradesh,2004,642.4000000000002
West Uttar Pradesh,2005,725.6
West Uttar Pradesh,2006,529.2
West Uttar Pradesh,2007,572.4999999999999
West Uttar Pradesh,2008,799.6
West Uttar Pradesh,2009,549.1999999999998
West Uttar Pradesh,2010,820.6
West Uttar Pradesh,2011,777.3000000000003
West Uttar Pradesh,2012,389.6
West Uttar Pradesh,2013,932.7000000000004
West Uttar Pradesh,2014,486.8
West Uttar Pradesh,2015,582.8
West Uttar Pradesh,2016,693.0000000000001
West Uttar Pradesh,2017,585.3000000000002
Uttarakhand,1901,1562.4
Uttarakhand,1902,1324.1
Uttarakhand,1903,1306.6999999999996
Uttarakhand,1904,1492.0999999999997
Uttarakhand,1905,1302.2
Uttarakhand,1906,1538
Uttarakhand,1907,1194.3
Uttarakhand,1908,1256.1
Uttarakhand,1909,1717.8000000000006
Uttarakhand,1910,1963.9
Uttarakhand,1911,1542.9
Uttarakhand,1912,1394.3
Uttarakhand,1913,1137.6
Uttarakhand,1914,1940.9
Uttarakhand,1915,1601.2
Uttarakhand,1916,1678.7
Uttarakhand,1917,2103.0000000000005
Uttarakhand,1918,1215.4
Uttarakhand,1919,1583.2999999999995
Uttarakhand,1920,1328.5
Uttarakhand,1921,1848.8
Uttarakhand,1922,1860.1
Uttarakhand,1923,1582.9
Uttarakhand,1924,1927.1
Uttarakhand,1925,1535
Uttarakhand,1926,1381.3
Uttarakhand,1927,1649.8
Uttarakhand,1928,1241.8000000000004
Uttarakhand,1929,1212.1
Uttarakhand,1930,1271.1999999999996
Uttarakhand,1931,1334.2
Uttarakhand,1932,1369.7
Uttarakhand,1933,1595.8000000000006
Uttarakhand,1934,1339.1
Uttarakhand,1935,1137.1
Uttarakhand,1936,1912.3
Uttarakhand,1937,1533.5
Uttarakhand,1938,1529.1999999999994
Uttarakhand,1939,1142.7
Uttarakhand,1940,1223.8
Uttarakhand,1941,1061.6
Uttarakhand,1942,1711.4999999999998
Uttarakhand,1943,1366.5
Uttarakhand,1944,1198.8
Uttarakhand,1945,1647.9
Uttarakhand,1946,1526.7
Uttarakhand,1947,1360
Uttarakhand,1948,1535.5
Uttarakhand,1949,1412.2
Uttarakhand,1950,1584.1
Uttarakhand,1951,1174.4999999999998
Uttarakhand,1952,1477.8000000000006
Uttarakhand,1953,1565.9
Uttarakhand,1954,1862.8
Uttarakhand,1955,1667
Uttarakhand,1956,1942.9
Uttarakhand,1957,1780.7
Uttarakhand,1958,1499.0000000000002
Uttarakhand,1959,1742.9000000000003
Uttarakhand,1960,1540.1
Uttarakhand,1961,1948.2
Uttarakhand,1962,1647.6
Uttarakhand,1963,1801.9
Uttarakhand,1964,1769.5
Uttarakhand,1965,1305.7
Uttarakhand,1966,1465.9
Uttarakhand,1967,1556.1
Uttarakhand,1968,1478.5
Uttarakhand,1969,1635.8000000000006
Uttarakhand,1970,1293.4
Uttarakhand,1971,1803.6
Uttarakhand,1972,1077.9
Uttarakhand,1973,1239.5999999999997
Uttarakhand,1974,1161.6
Uttarakhand,1975,1580.1999999999994
Uttarakhand,1976,986.3
Uttarakhand,1977,1416.3
Uttarakhand,1978,2031.4
Uttarakhand,1979,1072.3000000000004
Uttarakhand,1980,1333.4
Uttarakhand,1981,1356.2999999999995
Uttarakhand,1982,1372.1
Uttarakhand,1983,1525.1999999999994
Uttarakhand,1984,1339.1
Uttarakhand,1985,1653.6
Uttarakhand,1986,1514.4
Uttarakhand,1987,987.2
Uttarakhand,1988,1602.4
Uttarakhand,1989,1263.6
Uttarakhand,1990,1564.999999999999
Uttarakhand,1991,1020.7
Uttarakhand,1992,1108.1
Uttarakhand,1993,1594
Uttarakhand,1994,1441.8
Uttarakhand,1995,1616.1
Uttarakhand,1996,1401.4
Uttarakhand,1997,803.4999999999999
Uttarakhand,1998,1198.6
Uttarakhand,1999,1185.6
Uttarakhand,2000,1712.8
Uttarakhand,2001,1544.4
Uttarakhand,2002,1574.7000000000005
Uttarakhand,2003,1734.4
Uttarakhand,2004,1219.6
Uttarakhand,2005,1348.1999999999996
Uttarakhand,2006,1178.9
Uttarakhand,2007,1924.4
Uttarakhand,2008,1363.5999999999997
Uttarakhand,2009,847.6
Uttarakhand,2010,1424
Uttarakhand,2011,1564.6
Uttarakhand,2012,1223.9
Uttarakhand,2013,1735.3
Uttarakhand,2014,1287.5
Uttarakhand,2015,1247.6
Uttarakhand,2016,1308.6
Uttarakhand,2017,1475.8
Haryana Delhi & Chandigarh,1901,390.20000000000016
Haryana Delhi & Chandigarh,1902,419.70000000000016
Haryana Delhi & Chandigarh,1903,428.9
Haryana Delhi & Chandigarh,1904,527.5
Haryana Delhi & Chandigarh,1905,322.8
Haryana Delhi & Chandigarh,1906,593.7
Haryana Delhi & Chandigarh,1907,443.9
Haryana Delhi & Chandigarh,1908,689
Haryana Delhi & Chandigarh,1909,769.4
Haryana Delhi & Chandigarh,1910,605.1999999999998
Haryana Delhi & Chandigarh,1911,509.7
Haryana Delhi & Chandigarh,1912,529.2
Haryana Delhi & Chandigarh,1913,508.50000000000006
Haryana Delhi & Chandigarh,1914,664.7
Haryana Delhi & Chandigarh,1915,422.4
Haryana Delhi & Chandigarh,1916,629.1999999999998
Haryana Delhi & Chandigarh,1917,986.8
Haryana Delhi & Chandigarh,1918,234.6
Haryana Delhi & Chandigarh,1919,553.8
Haryana Delhi & Chandigarh,1920,368.8
Haryana Delhi & Chandigarh,1921,446.4
Haryana Delhi & Chandigarh,1922,552.7
Haryana Delhi & Chandigarh,1923,581.4999999999999
Haryana Delhi & Chandigarh,1924,654.8
Haryana Delhi & Chandigarh,1925,557.1000000000001
Haryana Delhi & Chandigarh,1926,616
Haryana Delhi & Chandigarh,1927,502.4
Haryana Delhi & Chandigarh,1928,388.20000000000016
Haryana Delhi & Chandigarh,1929,306.6
Haryana Delhi & Chandigarh,1930,500.6
Haryana Delhi & Chandigarh,1931,519
